id;name;host_id;host_name;distrito;barrio;room_type;price;minimum_nights;availability_365;superficie_km2;densidad_por_km2
28242849;Hotel in Madrid · ?4.73 · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;150;1;352;103;4334563
28243068;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;150;1;352;103;4334563
28243305;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;180;1;352;103;4334563
28243544;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;165;1;352;103;4334563
28243613;Hotel in Madrid · ?5.0 · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;180;1;351;103;4334563
28243710;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;210;1;351;103;4334563
28243786;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;180;1;351;103;4334563
28243895;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;195;1;351;103;4334563
28243956;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;250;1;311;103;4334563
28244081;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;280;1;311;103;4334563
28244214;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;250;1;311;103;4334563
28244292;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;265;1;311;103;4334563
28244399;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;350;1;346;103;4334563
28244501;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;380;1;346;103;4334563
28244565;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;350;1;346;103;4334563
27978869;Condo in Madrid · ?4.74 · 1 bedroom · 2 beds · 1 bath;22679983;Ana & Miguel;Centro;Embajadores;Entire home/apt;83;2;23;103;4334563
28244627;Hotel in Madrid · 1 bedroom · 1 bed · 1 private bath;198579069;Axel Hotel Madrid - Adults Only;Centro;Embajadores;Hotel room;365;1;346;103;4334563
28246094;Rental unit in Madrid · ?4.77 · 1 bedroom · 2 beds · 1 bath;213341615;Smadar;Centro;Universidad;Entire home/apt;127;2;0;93;3305161
28249073;Rental unit in Madrid · ?4.38 · 2 bedrooms · 4 beds · 1 bath;48033079;Aloha;Centro;Universidad;Entire home/apt;126;1;290;93;3305161
27979338;Rental unit in Madrid · ?4.75 · 1 bedroom · 1 bed · 2 baths;186521332;Miriam;Centro;Cortes;Private room;66;1;266;59;1785085
28264183;Bed and breakfast in Madrid · ?4.45 · 1 bedroom · 4 beds · 4 shared baths;45935972;Gilcilene;Centro;Cortes;Shared room;27;1;0;59;1785085
28265740;Condo in Madrid · ?4.28 · 1 bedroom · 3 beds · 1 bath;48033079;Aloha;Centro;Universidad;Entire home/apt;111;1;0;93;3305161
28265991;Condo in Madrid · ?4.64 · 1 bedroom · 1 bed · 1 bath;212960619;Isabel Y Javier;Centro;Sol;Entire home/apt;123;1;178;45;1630444
27980291;Rental unit in Madrid · ?4.72 · 3 bedrooms · 3 beds · 2 baths;186521332;Miriam;Centro;Cortes;Entire home/apt;171;1;269;59;1785085
28267061;Rental unit in Madrid · ?4.83 · 2 bedrooms · 3 beds · 2 baths;213488532;Pablo;Centro;Universidad;Entire home/apt;107;3;143;93;3305161
28281711;Rental unit in Madrid · ?4.84 · 2 bedrooms · 3 beds · 2.5 baths;213577311;Flavie;Centro;Palacio;Entire home/apt;147;2;180;146;1532329
28294421;Rental unit in Madrid · ?4.94 · 1 bedroom · 2 beds · 1 bath;212572141;Host Gdiez;Centro;Palacio;Entire home/apt;144;2;309;146;1532329
28294427;Rental unit in Madrid · ?4.38 · 1 bedroom · 2 beds · 1 bath;212960619;Isabel Y Javier;Centro;Sol;Entire home/apt;116;1;186;45;1630444
28295122;Rental unit in Madrid · ?4.88 · 1 bedroom · 2 beds · 1 bath;212572141;Host Gdiez;Centro;Palacio;Entire home/apt;150;2;351;146;1532329
28295823;Rental unit in Madrid · ?4.77 · 1 bedroom · 2 beds · 1 bath;212572141;Host Gdiez;Centro;Palacio;Entire home/apt;150;2;332;146;1532329
28296586;Rental unit in Madrid · ?4.79 · 1 bedroom · 2 beds · 1 bath;212572141;Host Gdiez;Centro;Palacio;Entire home/apt;144;2;319;146;1532329
28297360;Rental unit in Madrid · ?4.67 · Studio · 1 bed · 1 bath;213671081;Penta;Centro;Sol;Entire home/apt;100;3;159;45;1630444
28003483;Rental unit in Madrid · ?4.56 · 1 bedroom · 1 bed · 1 shared bath;186521332;Miriam;Centro;Cortes;Private room;60;1;267;59;1785085
28297452;Rental unit in Madrid · ?4.46 · 6 bedrooms · 16 beds · 2 baths;79047367;Grand Latina;Centro;Palacio;Entire home/apt;414;2;15;146;1532329
28298754;Rental unit in Madrid · ?4.74 · 2 bedrooms · 3 beds · 3 baths;213671081;Penta;Centro;Palacio;Entire home/apt;220;3;125;146;1532329
28017507;Rental unit in Madrid · ?4.64 · 1 bedroom · 1 bed · 1 shared bath;6903368;Miguel;Centro;Justicia;Private room;65;1;145;75;2186667
28027042;Rental unit in Madrid · ?4.89 · 1 bedroom · 1 bed · 1 private bath;11373637;Lucía;Moratalaz;Fontarrón;Private room;36;4;71;98;1704490
28299366;casa particular in Madrid · 1 bedroom · 2 beds · 1 bath;137289804;Claudia;Latina;Aluche;Private room;10;6;162;286;2283986
28300401;Loft in Madrid · 1 bedroom · 1 bed · 1 bath;213715895;David;Chamartín;El Viso;Entire home/apt;90;7;0;172;991163
28300557;Rental unit in Madrid · ?4.66 · 3 bedrooms · 5 beds · 2 baths;213671081;Penta;Centro;Palacio;Entire home/apt;396;3;0;146;1532329
28302726;Condo in Madrid · 2 bedrooms · 4 beds · 2 baths;14032635;Carlos;Carabanchel;Opañel;Entire home/apt;214;1;365;114;2811053
39108689;Rental unit in Madrid · 3 bedrooms · 3 beds · 1 bath;299761690;María Jesús;Carabanchel;Vista Alegre;Entire home/apt;89;10;0;163;2721227
39113906;Rental unit in Madrid · ?4.57 · 1 bedroom · 2 beds · 1 bath;37918137;Diana;Centro;Universidad;Entire home/apt;90;2;282;93;3305161
39121895;Townhouse in Madrid · ?4.75 · 2 bedrooms · 3 beds · 1 bath;5950981;Raúl;Usera;San Fermín;Entire home/apt;90;28;254;144;1593611
39264206;Loft in Madrid · ?4.75 · Studio · 1 bed · 1 bath;35813772;Daniel;Hortaleza;Apostol Santiago;Entire home/apt;64;2;77;120;1262750
39269066;Home in Madrid · ?4.94 · 1 bedroom · 1 bed · 1 shared bath;301468492;José Vicente;Carabanchel;Abrantes;Private room;24;3;166;156;1884487
39521170;Rental unit in Madrid · ?4.78 · 3 bedrooms · 3 beds · 1 bath;19494417;Myriam;Arganzuela;Imperial;Entire home/apt;127;4;239;98;2310510
39271140;Rental unit in Madrid · ?4.95 · 1 bedroom · 1 bed · 1 shared bath;301482562;Araceli;Salamanca;Fuente del Berro;Private room;31;1;6;83;2481205
39523675;Rental unit in Madrid · ?4.62 · 3 bedrooms · 4 beds · 2 baths;228182094;Carlos;Ciudad Lineal;San Pascual;Entire home/apt;116;3;0;106;1707925
39524757;Rental unit in Madrid · ?4.50 · Studio · 1 bed · 1 bath;460391145;Marta Y Fran;Centro;Embajadores;Entire home/apt;95;1;349;103;4334563
39533744;Rental unit in Madrid · ?4.54 · 1 bedroom · 2 beds · 1 bath;251364651;Circular Homes;Centro;Justicia;Entire home/apt;120;1;0;75;2186667
39544143;Rental unit in Madrid · ?5.0 · 1 bedroom · 1 bed · 1 shared bath;206458395;Belkys;Chamartín;Hispanoamérica;Private room;46;3;1;171;1826667
39288347;Rental unit in Madrid · ?4.40 · 2 bedrooms · 2 beds · 2 baths;301633340;Jamila Y Paul;Arganzuela;Imperial;Entire home/apt;131;1;196;98;2310510
39547263;Rental unit in Madrid · ?4.06 · 1 bedroom · 3 beds · 1 bath;149257574;Apartamentos Torr;Chamartín;Prosperidad;Entire home/apt;96;1;99;101;3574059
39549989;Hostel in Madrid · ?4.59 · 1 bedroom · 1 bed · 1 private bath;303854942;Hotel Atocha Madrid;Arganzuela;Palos de Moguer;Private room;75;1;346;65;3937231
39550203;Hostel in Madrid · ?4.59 · 1 bedroom · 1 bed · 1 private bath;303854942;Hotel Atocha Madrid;Arganzuela;Palos de Moguer;Private room;85;1;347;65;3937231
39550273;Hostel in Madrid · ?4.72 · 1 bedroom · 1 bed · 1 private bath;303854942;Hotel Atocha Madrid;Arganzuela;Palos de Moguer;Private room;88;1;350;65;3937231
39550335;Hostel in Madrid · ?5.0 · 1 bedroom · 2 beds · 1 private bath;303854942;Hotel Atocha Madrid;Arganzuela;Palos de Moguer;Private room;93;1;340;65;3937231
39550374;Hostel in Madrid · ?4.71 · 1 bedroom · 2 beds · 1 private bath;303854942;Hotel Atocha Madrid;Arganzuela;Palos de Moguer;Private room;96;1;353;65;3937231
39551407;Rental unit in Madrid · ?4.82 · 3 bedrooms · 3 beds · 1 bath;186521332;Miriam;Centro;Cortes;Entire home/apt;146;1;1;59;1785085
39314926;Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath;16029294;Cesar;Barajas;Casco Histórico de Barajas;Entire home/apt;132;1;344;64;1141562
39316623;Cottage in Madrid · 4 bedrooms · 5 beds · 3 baths;121592388;Diego;Chamberí;Trafalgar;Private room;264;2;365;62;3956129
39325326;Rental unit in Madrid · ?4.90 · 1 bedroom · 2 beds · 1 shared bath;86101175;Gerson;Barajas;Alameda de Osuna;Private room;103;1;362;198;979545
39552554;Rental unit in Madrid · ?4.53 · 1 bedroom · 1 bed · 1 shared bath;186521332;Miriam;Centro;Cortes;Private room;43;1;0;59;1785085
39553584;Rental unit in Madrid · ?4.58 · 1 bedroom · 1 bed · 1 shared bath;186521332;Miriam;Centro;Cortes;Private room;43;1;14;59;1785085
39553884;Rental unit in Madrid · ?4.55 · 1 bedroom · 1 bed · 1 shared bath;186521332;Miriam;Centro;Cortes;Private room;41;1;12;59;1785085
39348704;Rental unit in Madrid · 1 bedroom · 1 bed · 1 shared bath;250510421;Ca;Salamanca;Lista;Private room;100;1;0;54;3843519
39357326;Rental unit in Madrid · ?4.91 · 1 bedroom · 1 bed · 1 bath;14809898;Henar;Chamberí;Arapiles;Entire home/apt;95;2;0;57;4243509
39569027;Rental unit in Madrid · ?4.75 · 1 bedroom · 2 beds · 1 bath;38658869;Desiree;Centro;Cortes;Entire home/apt;148;2;8;59;1785085
39579267;Condo in Madrid · ?4.51 · 2 bedrooms · 3 beds · 1 bath;304104369;Itziar;Ciudad Lineal;Quintana;Entire home/apt;65;3;220;71;3405634
39358129;Rental unit in Madrid · ?5.0 · 1 bedroom · 1 bed · 1 shared bath;82313802;Mario;Vicálvaro;Casco Histórico de Vicálvaro;Private room;29;1;0;3293;156657
39361390;Rental unit in Madrid · ?4.86 · 1 bedroom · 2 beds · 1 bath;14809898;Henar;Chamberí;Gaztambide;Entire home/apt;95;2;0;49;4573265
39598264;casa particular in Madrid · ?4.98 · 1 bedroom · 1 bed · 1.5 baths;136392529;Marta;Salamanca;Goya;Private room;50;3;0;77;3801688
39376307;Rental unit in Madrid · ?4.18 · 2 bedrooms · 3 beds · 1 bath;107141654;Leeways;Centro;Universidad;Entire home/apt;94;4;0;93;3305161
39383351;Rental unit in Madrid · ?4.97 · 1 bedroom · 1 bed · 1 bath;139716198;Elena;Usera;San Fermín;Entire home/apt;68;3;1;144;1593611
39386698;Rental unit in Madrid · ?4.45 · Studio · 1 bed · 1 bath;294229909;Canaan Xibanya 1;Centro;Palacio;Entire home/apt;153;1;103;146;1532329
39388959;Rental unit in Madrid · ?4.79 · 1 bedroom · 2 beds · 1 bath;169893982;Helena;Centro;Palacio;Entire home/apt;78;10;178;146;1532329
39390706;Rental unit in Madrid · ?4.74 · 1 bedroom · 4 beds · 1 bath;102102753;Uanadi;Latina;Puerta del Angel;Entire home/apt;60;365;0;138;2974855
39609121;Townhouse in Madrid · ?4.86 · 1 bedroom · 1 bed · 1.5 baths;304338710;Denilson;Villa de Vallecas;Casco Histórico de Vallecas;Private room;48;5;42;4945;162273
39394017;Rental unit in Madrid · ?5.0 · 1 bedroom · 1 bed · 1 bath;302591856;Joseris;Carabanchel;Vista Alegre;Private room;10;3;105;163;2721227
39408721;Rental unit in Madrid · ?4.36 · 1 bedroom · 2 beds · 1 bath;1408525;Mad4Rent;Centro;Universidad;Entire home/apt;82;3;216;93;3305161
39412574;Rental unit in Madrid · ?4.54 · 3 bedrooms · 3 beds · 2 baths;302730023;Chiara;Centro;Cortes;Entire home/apt;273;1;353;59;1785085
39413903;Tiny home in Madrid · ?4.61 · 1 bed · 1 bath;66304132;Olga;Centro;Embajadores;Entire home/apt;55;1;77;103;4334563
39430643;Rental unit in Madrid · ?4.57 · 3 bedrooms · 4 beds · 2 baths;302868271;Patricia & Dani;Centro;Cortes;Entire home/apt;327;1;0;59;1785085
39433528;Rental unit in Madrid · ?4.83 · 1 bedroom · 1 bed · 1 shared bath;206458395;Belkys;Chamartín;Hispanoamérica;Private room;42;2;0;171;1826667
39627393;Rental unit in Madrid · 2 bedrooms · 2 beds · 2 baths;197974523;Gabriel;Centro;Palacio;Entire home/apt;280;2;41;146;1532329
39443120;Rental unit in Madrid · ?4.56 · 2 bedrooms · 2 beds · 2.5 baths;302960188;Fernando Y Dani;Centro;Embajadores;Entire home/apt;152;1;350;103;4334563
39459173;Rental unit in Madrid · ?4.94 · 1 bedroom · 2 beds · 1 bath;52306837;Sherry;Carabanchel;San Isidro;Entire home/apt;99;2;0;190;1999789
39640495;Rental unit in Madrid · 1 bedroom · 1 bed · 1 bath;57149406;Jaime;Chamberí;Arapiles;Entire home/apt;120;30;87;57;4243509
39461292;Rental unit in Madrid · ?4.73 · 1 bedroom · 1 bed · 1.5 shared baths;155112571;Antonio;Puente de Vallecas;Numancia;Private room;37;2;229;182;2521978
39466024;Condo in Madrid · ?4.93 · 2 bedrooms · 6 beds · 2 baths;258065833;Günter;Centro;Universidad;Entire home/apt;199;2;267;93;3305161
39644735;Rental unit in Madrid · ?5.0 · 1 bedroom · 1 bed · 1 bath;262814350;Aitor;Ciudad Lineal;Pueblo Nuevo;Entire home/apt;56;20;2;234;2583889
39657825;Rental unit in Madrid · ?4.76 · 1 bedroom · 2 beds · 1 bath;51828290;Ramon;Carabanchel;Opañel;Entire home/apt;49;7;246;114;2811053
39658775;Rental unit in Madrid · ?4.84 · 1 bedroom · 2 beds · 1 bath;51828290;Ramon;Carabanchel;San Isidro;Entire home/apt;56;7;201;190;1999789
39659121;Rental unit in Madrid · 3 bedrooms · 3 beds · 1 bath;304792507;Alex;Chamberí;Gaztambide;Entire home/apt;223;6;0;49;4573265
39659258;Rental unit in Madrid · ?4.94 · 1 bedroom · 2 beds · 1 bath;51828290;Ramon;Carabanchel;San Isidro;Entire home/apt;56;7;223;190;1999789
39480856;Rental unit in Madrid · ?4.32 · 1 bedroom · 3 beds · 1 bath;301232803;Le Petit Palü -Fuencarral;Centro;Universidad;Entire home/apt;158;1;0;93;3305161
39482427;Rental unit in Madrid · ?4.75 · 2 bedrooms · 2 beds · 1 bath;206458395;Belkys;Chamartín;Hispanoamérica;Entire home/apt;129;2;3;171;1826667
39670684;Rental unit in Madrid · ?4.76 · 1 bedroom · 2 beds · 1 bath;51828290;Ramon;Carabanchel;San Isidro;Entire home/apt;56;7;181;190;1999789
39671405;Rental unit in Madrid · ?4.60 · 1 bedroom · 3 beds · 1 bath;51828290;Ramon;Carabanchel;San Isidro;Entire home/apt;61;7;152;190;1999789
39672576;Guest suite in Madrid · ?4.74 · 1 bedroom · 3 beds · 1 bath;304906625;Marcos;Barajas;Timón;Entire home/apt;78;1;168;1640;67201
39682849;Rental unit in Madrid · ?4.26 · 2 bedrooms · 3 beds · 1 bath;303626911;Irina Y Juan;Centro;Embajadores;Entire home/apt;68;30;83;103;4334563
39683625;Rental unit in Madrid · ?4.71 · 2 bedrooms · 3 beds · 1 bath;283584158;Maria Victoria;Centro;Palacio;Entire home/apt;137;3;0;146;1532329
39684538;Rental unit in Madrid · ?4.65 · 1 bedroom · 2 beds · 1 bath;162364786;Liliana;Retiro;Ibiza;Entire home/apt;71;3;211;50;4269800
39499686;Rental unit in Madrid · 1 bedroom · 1 bed · 2 baths;106167744;María;Arganzuela;Palos de Moguer;Private room;50;5;0;65;3937231
39502539;Loft in Madrid · ?4.97 · Studio · 1 bed · 1 bath;515955875;Laura;Moratalaz;Vinateros;Entire home/apt;71;4;227;60;2794833
39684876;Rental unit in Madrid · ?4.88 · 1 bedroom · 1 bed · 1 private bath;305005128;Yaddil.;Arganzuela;Imperial;Private room;25;15;28;98;2310510
39685131;Rental unit in Madrid · ?4.86 · 1 bedroom · 1 bed · 2.5 baths;305008506;Liliana;Hortaleza;Valdefuentes;Private room;35;1;154;1519;340053
39687865;Rental unit in Madrid · ?4.89 · 1 bedroom · 1 bed · 1.5 shared baths;63347666;Isabel;Centro;Embajadores;Private room;65;1;89;103;4334563
39504398;Rental unit in Madrid · ?5.0 · 1 bedroom · 2 beds · 1 bath;51828290;Ramon;Carabanchel;San Isidro;Entire home/apt;56;7;179;190;1999789
39691167;Rental unit in Madrid · ?4.0 · 1 bedroom · 3 beds · 1 bath;193441141;Slow Suites Luchana;Chamberí;Trafalgar;Entire home/apt;133;1;326;62;3956129
39696249;Rental unit in Madrid · ?4.80 · 1 bedroom · 1 bed · 2 shared baths;210136437;Mónica;Puente de Vallecas;Numancia;Private room;38;4;79;182;2521978
39705647;Rental unit in Madrid · ?4.91 · 1 bedroom · 1 bed · 1 bath;2295739;Gloria;Centro;Embajadores;Entire home/apt;100;3;3;103;4334563
39792606;Rental unit in Madrid · ?4.80 · 2 bedrooms · 3 beds · 2 baths;291253690;Fran Y Marta;Centro;Sol;Entire home/apt;205;1;334;45;1630444
39710402;Rental unit in Madrid · ?4.84 · 1 bedroom · 1 bed · 1 bath;305207958;Manuel;Centro;Embajadores;Entire home/apt;120;3;172;103;4334563
39717468;Boutique hotel in Madrid · 1 bedroom · 1 bed · 1 bath;305013228;Roberto;Centro;Sol;Private room;165;1;77;45;1630444
39717480;Serviced apartment in Madrid · ?4.82 · 2 bedrooms · 3 beds · 2.5 baths;305260999;Pablo;Centro;Palacio;Entire home/apt;274;1;0;146;1532329
39717812;Boutique hotel in Madrid · 1 bedroom · 1 bed · 1 bath;305013228;Roberto;Centro;Universidad;Private room;162;1;99;93;3305161
39717944;Boutique hotel in Madrid · 1 bedroom · 1 bed · 1 bath;305013228;Roberto;Centro;Universidad;Private room;203;1;98;93;3305161
39720515;Rental unit in Madrid · ?4.77 · 3 bedrooms · 5 beds · 2 baths;36503894;Marta Y Enrique;Centro;Palacio;Entire home/apt;191;1;0;146;1532329
39800364;Rental unit in Madrid · ?4.10 · 6 bedrooms · 8 beds · 4.5 baths;250112582;HomeAbroad Apartments;Salamanca;Guindalera;Entire home/apt;690;1;314;158;2574051
39721540;Rental unit in Madrid · ?4.71 · 1 bedroom · 2 beds · 1 private bath;305274115;Miguel;Arganzuela;Delicias;Private room;188;4;88;107;2548505
39722328;Rental unit in Madrid · ?4.82 · 3 bedrooms · 5 beds · 2 baths;36503894;Marta Y Enrique;Centro;Palacio;Entire home/apt;183;1;0;146;1532329
39800527;Rental unit in Madrid · ?4.75 · 2 bedrooms · 2 beds · 2 baths;250112582;HomeAbroad Apartments;Chamberí;Trafalgar;Entire home/apt;301;1;304;62;3956129
39810914;Rental unit in Madrid · ?4.59 · 1 bedroom · 2 beds · 1 shared bath;260366323;Santiago;Centro;Palacio;Private room;38;1;1;146;1532329
39811080;Rental unit in Madrid · ?5.0 · 1 bedroom · 1 bed · 1 shared bath;260366323;Santiago;Centro;Palacio;Private room;37;1;358;146;1532329
39815062;Home in Madrid · ?4.64 · 1 bedroom · 1 bed · 2 shared baths;271843883;Juan Carlos;Barajas;Alameda de Osuna;Private room;25;1;349;198;979545
39737836;Rental unit in Madrid · ?4.72 · 2 bedrooms · 4 beds · 2 baths;36503894;Marta Y Enrique;Centro;Embajadores;Entire home/apt;152;1;0;103;4334563
39739019;Rental unit in Madrid · ?4.83 · 3 bedrooms · 7 beds · 3 baths;168241843;Marta Y Arturo;Centro;Palacio;Entire home/apt;195;1;0;146;1532329
39739171;Rental unit in Madrid · ?4.79 · 1 bedroom · 2 beds · 1 bath;220103569;MadreamsRent;Hortaleza;Canillas;Entire home/apt;67;3;121;256;1582031
39740792;Rental unit in Madrid · ?4.68 · 3 bedrooms · 6 beds · 3 baths;36503894;Marta Y Enrique;Centro;Palacio;Entire home/apt;186;1;0;146;1532329
39825749;Earthen home in Madrid · ?4.30 · 1 bedroom · 1 bed · 1 shared bath;256597390;Renata;Carabanchel;Puerta Bonita;Private room;72;1;365;160;2063250
39831307;Rental unit in Madrid · ?4.37 · 1 bedroom · 1 bed · 1 shared bath;304115732;Juan Carlo;Chamberí;Trafalgar;Private room;33;5;107;62;3956129
39744574;Rental unit in Madrid · ?4.45 · 1 bedroom · 2 beds · 1 bath;2105590;Reyes;Centro;Sol;Entire home/apt;162;1;149;45;1630444
39831678;Rental unit in Madrid · ?4.55 · 1 bedroom · 1 bed · 1 shared bath;18745854;Joelly Y Greicy;Arganzuela;Palos de Moguer;Private room;41;2;3;65;3937231
39744597;Rental unit in Madrid · ?4.76 · 1 bedroom · 2 beds · 1 bath;2105590;Reyes;Centro;Palacio;Entire home/apt;164;1;148;146;1532329
39744599;Rental unit in Madrid · ?4.84 · 1 bedroom · 2 beds · 1 bath;2105590;Reyes;Centro;Sol;Entire home/apt;161;1;146;45;1630444
39747236;Rental unit in Madrid · ?4.83 · 1 bedroom · 2 beds · 1 bath;304268552;Arquitectura, Diseño E Innovación;Centro;Universidad;Entire home/apt;95;30;88;93;3305161
39833146;Rental unit in Madrid · ?4.96 · 2 bedrooms · 2 beds · 1 bath;987393;Silvia;Latina;Aluche;Entire home/apt;146;2;336;286;2283986
39749298;Rental unit in Madrid · ?4.72 · 1 bedroom · 3 beds · 1 bath;36503894;Marta Y Enrique;Centro;Embajadores;Entire home/apt;96;1;0;103;4334563
39749912;Rental unit in Madrid · ?4.73 · 2 bedrooms · 5 beds · 2 baths;36503894;Marta Y Enrique;Centro;Embajadores;Entire home/apt;149;1;320;103;4334563
39750038;Rental unit in Madrid · ?4.65 · 1 bedroom · 1 bed · 1 bath;36503894;Marta Y Enrique;Centro;Embajadores;Entire home/apt;85;1;325;103;4334563
39838022;Rental unit in Madrid · ?4.97 · 1 bedroom · 1 bed · 1 shared bath;306547200;María Jesús;Usera;Almendrales;Private room;24;3;285;75;2748000
39752601;Rental unit in Madrid · ?4.53 · 1 bedroom · 1 bed · 1 bath;31127756;Eloísa;Centro;Palacio;Entire home/apt;111;3;34;146;1532329
39756628;Rental unit in Madrid · ?4.83 · 2 bedrooms · 3 beds · 1 bath;168241843;Marta Y Arturo;Centro;Palacio;Entire home/apt;134;1;0;146;1532329
39765598;Rental unit in Madrid · ?4.85 · 1 bedroom · 1 bed · 1 bath;2105590;Reyes;Centro;Palacio;Entire home/apt;226;1;181;146;1532329
39769403;Rental unit in Madrid · ?4.44 · 1 bedroom · 1 bed · 1 bath;304276508;Domum;Chamberí;Trafalgar;Entire home/apt;55;4;42;62;3956129
39771607;Rental unit in Madrid · ?4.50 · 1 bedroom · 1 bed · 1 shared bath;192023080;Patrick Raoul;Villaverde;Los Rosales;Private room;39;1;363;151;2416358
39842252;Rental unit in Madrid · ?4.76 · 1 bedroom · 1 bed · 1 shared bath;304325445;Jesús;Chamberí;Gaztambide;Private room;36;4;0;49;4573265
39773855;Home in Madrid · ?4.62 · 1 bedroom · 1 bed · 0 shared baths;305741334;Maria Elena;Puente de Vallecas;San Diego;Private room;25;5;8;106;3702736
39848872;Rental unit in Madrid · 1 bedroom · 2 beds · 1 bath;25190991;Fernando;Centro;Justicia;Entire home/apt;95;2;73;75;2186667
39853496;Rental unit in Madrid · ?4.63 · 3 bedrooms · 4 beds · 1.5 baths;230147032;Mandarina Real Estate;Retiro;Pacífico;Entire home/apt;79;20;21;76;4427105
39858092;Rental unit in Madrid · ?4.90 · 2 bedrooms · 3 beds · 1 bath;306707090;Carmen Y Jacobo;Centro;Palacio;Entire home/apt;102;2;0;146;1532329
40020359;Rental unit in Madrid · ?4.88 · 1 bedroom · 1 bed · 1 bath;308662572;Delta;Centro;Embajadores;Entire home/apt;133;3;204;103;4334563
40020380;Rental unit in Madrid · ?4.12 · 1 bedroom · 1 bed · 1 bath;17499500;Homeabout;Retiro;Niño Jesús;Entire home/apt;77;1;301;64;2370625
40020435;Rental unit in Madrid · ?3.85 · 1 bedroom · 2 beds · 1 bath;17499500;Homeabout;Salamanca;Goya;Entire home/apt;91;1;313;77;3801688
39876013;Rental unit in Madrid · ?4.0 · 1 bedroom · 1 bed · 1 bath;306574610;Willian;Moratalaz;Marroquina;Private room;45;1;0;175;1563371
40023752;Rental unit in Madrid · 3 bedrooms · 5 beds · 2 baths;192607160;Jorge;Centro;Embajadores;Entire home/apt;458;1;363;103;4334563
40023955;Rental unit in Madrid · ?4.40 · 2 bedrooms · 3 beds · 2 baths;28038703;Luxury Rentals Madrid;Centro;Cortes;Entire home/apt;358;2;142;59;1785085
40024116;Rental unit in Madrid · ?4.67 · 2 bedrooms · 2 beds · 2 baths;28038703;Luxury Rentals Madrid;Salamanca;Goya;Entire home/apt;183;3;137;77;3801688
40025038;Rental unit in Madrid · ?4.80 · 1 bedroom · 1 bed · 2 baths;28038703;Luxury Rentals Madrid;Chamberí;Almagro;Entire home/apt;360;3;125;96;2051771
40025126;Rental unit in Madrid · ?4.55 · 2 bedrooms · 3 beds · 2 baths;28038703;Luxury Rentals Madrid;Salamanca;Lista;Entire home/apt;258;3;140;54;3843519
39879523;Rental unit in Madrid · ?4.94 · 2 bedrooms · 2 beds · 2 baths;231647798;Akora;Centro;Justicia;Entire home/apt;181;1;222;75;2186667
39880015;Hostel in Madrid · 1 bedroom · 1 bed · 1 private bath;307109778;Hostal Cervelo;Centro;Cortes;Private room;783;1;24;59;1785085
39881302;Hostel in Madrid · 1 bedroom · 1 bed · 1 private bath;307109778;Hostal Cervelo;Centro;Cortes;Private room;813;1;24;59;1785085
39882202;Hostel in Madrid · 1 bedroom · 2 beds · 1 private bath;307109778;Hostal Cervelo;Centro;Cortes;Private room;825;1;24;59;1785085
39882241;Rental unit in Madrid · ?4.42 · 1 bedroom · 2 beds · 1 shared bath;306572445;Santi;Centro;Palacio;Private room;36;1;357;146;1532329
39882270;Home in Madrid · ?4.06 · Studio · 2 beds · 1 bath;307123621;Sol Square;Centro;Sol;Entire home/apt;124;2;2;45;1630444
